03RD ST,BRYANT ST,37.7813399,-122.3958718
03RD ST,TABER PL,37.7810911,-122.3955608
03RD ST,SOUTH PARK,37.7807272,-122.3950854
03RD ST,VARNEY PL,37.7803622,-122.3946238
03RD ST,BRANNAN ST,37.7800842,-122.3943044
03RD ST,TOWNSEND ST,37.7788629,-122.3927818
03RD ST,KING ST,37.7780083,-122.3917215
03RD ST,BERRY ST,37.7775435,-122.3911137
03RD ST,CHANNEL ST,37.7745193,-122.3897512
03RD ST,TERRY A FRANCOIS BLVD,37.776281,-122.3900846
03RD ST,CHANNEL,37.7745193,-122.3897512
03RD ST,MISSION ROCK ST,37.7729368,-122.3898089
03RD ST,CHINA BASIN ST,37.772001,-122.3897199
03RD ST,MISSION BAY BLVD,37.7710987,-122.38963
03RD ST,SOUTH ST,37.7688321,-122.3894003
03RD ST,16TH ST,37.766873,-122.3892056
03RD ST,NELSON RISING LN,37.7697622,-122.3895025
03RD ST,CAMPUS WAY,37.7678946,-122.3893274
03RD ST,MARIPOSA ST,37.7643385,-122.3887661
03RD ST,18TH ST,37.7630572,-122.3888485
03RD ST,19TH ST,37.7617806,-122.3886122
03RD ST,20TH ST,37.7605081,-122.38848
03RD ST,22ND ST,37.7579593,-122.3882481
03RD ST,23RD ST,37.7553986,-122.3879048
03RD ST,24TH ST,37.7541163,-122.387997
03RD ST,25TH ST,37.7528369,-122.3878688
03RD ST,26TH ST,37.7515661,-122.3875741
03RD ST,CESAR CHAVEZ ST,37.7502959,-122.3876765
03RD ST,MARIN ST,37.7490075,-122.3875786
03RD ST,ARTHUR AVE \ CARGO WAY,37.7461044,-122.3872942
03RD ST,BURKE AVE,37.744962,-122.3870649
03RD ST,CUSTER AVE,37.7443069,-122.3874488
03RD ST,DAVIDSON AVE,37.7435007,-122.3875654
03RD ST,PHELPS ST,37.7439494,-122.3875814
03RD ST,EVANS AVE,37.7428143,-122.388014
03RD ST,FAIRFAX AVE,37.7419563,-122.388306
03RD ST,GALVEZ AVE,37.7410817,-122.3884332
03RD ST,HUDSON AVE,37.7402749,-122.3886842
03RD ST,INNES AVE,37.7394928,-122.3889607
03RD ST,NEWHALL ST,37.7386482,-122.3894629
03RD ST,JERROLD AVE \ NEWHALL ST,37.7362975,-122.3916402
03RD ST,KIRKWOOD AVE,37.7380116,-122.389678
03RD ST,LA SALLE AVE,37.7372106,-122.3899382
03RD ST,MCKINNON AVE,37.7364266,-122.3902143
03RD ST,NEWCOMB AVE,37.7355656,-122.3903702
03RD ST,OAKDALE AVE,37.734859,-122.3907657
03RD ST,MENDELL ST \ PALOU AVE,37.7337659,-122.3905246
03RD ST,QUESADA AVE,37.733168,-122.3912089
03RD ST,BAY VIEW ST \ REVERE AVE,37.7323885,-122.3914894
03RD ST,SHAFTER AVE,37.7316314,-122.3919112
03RD ST,THOMAS AVE,37.7308604,-122.3921883
03RD ST,THORNTON AVE,37.7306394,-122.3921131
03RD ST,UNDERWOOD AVE,37.7300513,-122.3924793
03RD ST,VAN DYKE AVE \ WILLIAMS AVE,37.7292336,-122.3925655
03RD ST,LANE ST,37.7284122,-122.3930664
03RD ST,LANE ST \ WALLACE AVE,37.7284655,-122.3928476
03RD ST,YOSEMITE AVE,37.727793,-122.3933293
03RD ST,ARMSTRONG AVE,37.7269594,-122.3935192
03RD ST,BANCROFT AVE,37.7262438,-122.3938284
03RD ST,CARROLL AVE,37.7254478,-122.3941767
03RD ST,DONNER AVE,37.7247471,-122.3947074
03RD ST,EGBERT AVE,37.7239616,-122.3950406
03RD ST,FITZGERALD AVE,37.7232236,-122.3953849
03RD ST,KEITH ST,37.7189889,-122.398693
03RD ST,GILMAN AVE \ PAUL AVE,37.7224477,-122.3957579
03RD ST,HOLLISTER AVE,37.7216697,-122.3958878
03RD ST,INGERSON AVE,37.7209688,-122.396406
03RD ST,HWY 101 S ON RAMP \ JAMESTOWN AVE,37.715552,-122.3894653
03RD ST,SALINAS AVE,37.7207495,-122.3965165
03RD ST,KEY AVE,37.7194361,-122.396886
03RD ST,LE CONTE AVE,37.7188824,-122.3975918
03RD ST,BAY SHORE BLVD \ HWY 101 N OFF RAMP \ MEADE AVE,37.7177486,-122.3972217
03RD ST,BAY SHORE BLVD,37.7710987,-122.38963
03RD ST,NELSON AVE,37.7697622,-122.3895025
03RD ST,OLNEY AVE,37.7749295,-122.4194155
03RD ST,GIRARD ST \ SAN BRUNO AVE,37.7359254,-122.4078005
03RD TI ST,AVENUE D,37.8220627,-122.3713271
03RD TI ST,AVENUE F,37.8206214,-122.3681951
03RD TI ST,AVENUE H,37.8237337,-122.3689308
03RD TI ST,AVENUE I,37.7749295,-122.4194155
03RD TI ST,AVENUE M,37.8262453,-122.3676517
03RD TI ST,AVENUE N,37.8260761,-122.3654608
04TH AVE,LAKE ST,37.7852643,-122.4624464
04TH AVE,CALIFORNIA ST,37.7852643,-122.4624464
04TH AVE,CORNWALL ST,37.7849108,-122.4624168
04TH AVE,CLEMENT ST,37.7830514,-122.4622802
04TH AVE,GEARY BLVD,37.7810551,-122.4621361
04TH AVE,ANZA ST,37.7791925,-122.462002
04TH AVE,BALBOA ST,37.7773222,-122.4618464
04TH AVE,CABRILLO ST,37.7754661,-122.4617407
04TH AVE,FULTON ST,37.7738626,-122.4616051
04TH AVE,LINCOLN WAY,37.7662091,-122.4610967
04TH AVE,HUGO ST,37.7652153,-122.4610288
04TH AVE,IRVING ST,37.7642783,-122.4609616
04TH AVE,PARNASSUS AVE,37.7626531,-122.4608487
04TH ST,ELLIS ST \ MARKET ST \ STOCKTON ST,37.7967142,-122.4084476
04TH ST,STEVENSON ST,37.7852826,-122.4052367
04TH ST,JESSIE ST,37.784946,-122.4048111
04TH ST,MISSION ST,37.784516,-122.4042942
04TH ST,MINNA ST,37.7840803,-122.4037483
04TH ST,HOWARD ST,37.7832684,-122.4027358
04TH ST,CLEMENTINA ST,37.7824821,-122.4017126
04TH ST,FOLSOM ST,37.7820453,-122.4011895
04TH ST,SHIPLEY ST,37.7816012,-122.400637
04TH ST,CLARA ST,37.7812323,-122.4001689
04TH ST,HARRISON ST \ I-80 W ON RAMP,37.7749295,-122.4194155
04TH ST,PERRY ST,37.7803971,-122.3991202
04TH ST,STILLMAN ST,37.7800176,-122.3986347
04TH ST,BRYANT ST \ I-80 E OFF RAMP,37.7749295,-122.4194155
04TH ST,WELSH ST,37.7791614,-122.3975557
04TH ST,FREELON ST,37.7787767,-122.3970715
04TH ST,BRANNAN ST,37.778341,-122.3965525
04TH ST,BLUXOME ST,37.7777318,-122.3957901
04TH ST,TOWNSEND ST,37.7771138,-122.3949841
04TH ST,KING ST,37.7764938,-122.3940593
04TH ST,BERRY ST,37.7757393,-122.3934153
04TH ST,CHANNEL ST,37.7745304,-122.3915986
04TH ST,CHANNEL,37.7745304,-122.3915986
04TH ST,LONG BRIDGE ST,37.7734185,-122.3915024
04TH ST,MISSION ROCK ST,37.7728326,-122.3914338
04TH ST,CHINA BASIN ST,37.7719136,-122.3913466
04TH ST,MISSION BAY BLVD,37.7710017,-122.3912244
04TH ST,NELSON RISING LN,37.7696757,-122.3911088
04TH ST,GENE FRIEND WAY,37.7686567,-122.3909994
04TH ST,CAMPUS WAY,37.7677891,-122.3909175
04TH ST,16TH ST,37.7667838,-122.3908469
04TH ST,MARIPOSA ST \ MINNESOTA ST,37.7642224,-122.3908818
04TH TI ST,AVENUE B,37.8231844,-122.3748917
04TH TI ST,AVENUE C,37.8182178,-122.3703344
04TH TI ST,AVENUE D,37.8220627,-122.3713271
04TH TI ST,AVENUE H,37.8237337,-122.3689308
04TH TI ST,AVENUE I,37.7749295,-122.4194155
04TH TI ST,AVENUE M,37.8262453,-122.3676517
04TH TI ST,AVENUE N,37.8260761,-122.3654608
05TH AVE,LAKE ST,37.7867274,-122.463636
05TH AVE,CALIFORNIA ST,37.7851317,-122.4635061
05TH AVE,CORNWALL ST,37.7848641,-122.4634958
05TH AVE,CLEMENT ST,37.782997,-122.4633553
05TH AVE,GEARY BLVD,37.7811398,-122.4632202
05TH AVE,ANZA ST,37.7791435,-122.463076
05TH AVE,BALBOA ST,37.7772784,-122.4629437
05TH AVE,CABRILLO ST,37.7754154,-122.4628078
05TH AVE,FULTON ST,37.773722,-122.4626811
05TH AVE,LINCOLN WAY,37.766092,-122.4621687
05TH AVE,HUGO ST,37.7651676,-122.4620966
05TH AVE,IRVING ST,37.7642329,-122.4620274
05TH AVE,JUDAH ST \ PARNASSUS AVE,37.7623577,-122.4619059
05TH AVE,KIRKHAM ST,37.7605056,-122.4617717
05TH ST,CYRIL MAGNIN ST \ MARKET ST,37.7840081,-122.408092
05TH ST,STEVENSON ST,37.783525,-122.407494
05TH ST,MINT PLZ,37.7833007,-122.4072093
05TH ST,JESSIE ST,37.7831753,-122.4070468
05TH ST,MISSION ST,37.7827319,-122.4064925
05TH ST,MINNA ST,37.7823139,-122.4059628
05TH ST,NATOMA ST,37.7819397,-122.4054905
05TH ST,HOWARD ST,37.7815157,-122.4049555
05TH ST,TEHAMA ST,37.7810937,-122.4044258
05TH ST,CLEMENTINA ST,37.7807161,-122.4039531
05TH ST,FOLSOM ST,37.7802841,-122.4034164
05TH ST,SHIPLEY ST,37.7798425,-122.4028605
05TH ST,JENNIFER PL,37.7797475,-122.4027425
05TH ST,SCOTT ALY,37.779596,-122.4025502
05TH ST,CLARA ST,37.7794764,-122.4023962
05TH ST,HARRISON ST \ I-80 W OFF RAMP,37.7749295,-122.4194155
05TH ST,PERRY ST,37.7815021,-122.3976916
05TH ST,BRYANT ST \ I-80 E ON RAMP,37.7749295,-122.4194155
05TH ST,WELSH ST,37.7773881,-122.3997823
05TH ST,BRANNAN ST,37.7766214,-122.3988184
05TH ST,BLUXOME ST,37.775981,-122.3980103
05TH ST,TOWNSEND ST,37.7753553,-122.397233
05TH ST,I-280 N OFF RAMP \ I-280 S ON RAMP \ KING ST,37.7756426,-122.3946882
05TH ST,BERRY ST,37.774038,-122.3955858
05TH TI ST,AVENUE D,37.8220627,-122.3713271
05TH TI ST,AVENUE H,37.8237337,-122.3689308
05TH TI ST,AVENUE M,37.8262453,-122.3676517
05TH TI ST,AVENUE N,37.8260761,-122.3654608
06TH AVE,LAKE ST,37.7849934,-122.4645745
06TH AVE,CALIFORNIA ST,37.7849934,-122.4645745
06TH AVE,CORNWALL ST,37.7847975,-122.4645693
06TH AVE,CLEMENT ST,37.7829523,-122.4644277
06TH AVE,GEARY BLVD,37.7810927,-122.4642876
06TH AVE,ANZA ST,37.7790932,-122.4641474
06TH AVE,BALBOA ST,37.777228,-122.4640135
06TH AVE,CABRILLO ST,37.7753567,-122.4638794
06TH AVE,FULTON ST,37.7735922,-122.4637508
06TH AVE,LINCOLN WAY,37.7661244,-122.4632463
06TH AVE,HUGO ST,37.765122,-122.4631679
06TH AVE,IRVING ST,37.7641926,-122.4630991
06TH AVE,JUDAH ST,37.762316,-122.462972
06TH AVE,KIRKHAM ST,37.7604609,-122.4628484
06TH AVE,LOCKSLEY AVE,37.7596643,-122.4629782
06TH ST,GOLDEN GATE AVE \ MARKET ST \ TAYLOR ST,37.7822106,-122.4103546
06TH ST,STEVENSON ST,37.7817745,-122.4097268
06TH ST,JESSIE ST,37.781428,-122.4092881
06TH ST,MISSION ST,37.7809857,-122.4087183
06TH ST,MINNA ST,37.7805617,-122.4081948
06TH ST,NATOMA ST,37.7801886,-122.4077319
06TH ST,HOWARD ST,37.779741,-122.4071746
06TH ST,TEHAMA ST,37.7793365,-122.4066627
06TH ST,CLEMENTINA ST,37.7789556,-122.4061798
06TH ST,FOLSOM ST,37.7785241,-122.4056342
06TH ST,SHIPLEY ST,37.7780818,-122.4050784
06TH ST,CLARA ST,37.7777157,-122.4046204
06TH ST,HARRISON ST,37.7772879,-122.4040802
06TH ST,AHERN WAY,37.7767286,-122.4033865
06TH ST,BRYANT ST,37.7760457,-122.4025347
06TH ST,BRANNAN ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND,37.7749295,-122.4194155
06TH ST,BLUXOME ST,37.7741934,-122.4001359
06TH ST,TOWNSEND ST,37.7736382,-122.3994426
06TH ST,BERRY ST,37.7733825,-122.3964267
06TH TI ST,AVENUE H,37.8237337,-122.3689308
06TH TI ST,AVENUE I,37.7749295,-122.4194155
06TH TI ST,AVENUE M,37.8262453,-122.3676517
07TH AVE,LAKE ST,37.7866304,-122.4657685
07TH AVE,CALIFORNIA ST \ CORNWALL ST,37.7847369,-122.4656269
07TH AVE,CLEMENT ST,37.7829036,-122.4654863
07TH AVE,GEARY BLVD,37.7810375,-122.4653564
07TH AVE,ANZA ST,37.7790438,-122.4652176
07TH AVE,BALBOA ST,37.7771759,-122.4650878
07TH AVE,CABRILLO ST,37.7753176,-122.4649418
07TH AVE,FULTON ST,37.7734585,-122.4647989
07TH AVE,LINCOLN WAY,37.7659809,-122.4643184
07TH AVE,MARTIN LUTHER KING JR DR,37.7664474,-122.4643782
07TH AVE,HUGO ST,37.7650733,-122.4642629
07TH AVE,IRVING ST,37.7641285,-122.4641993
07TH AVE,JUDAH ST,37.7622766,-122.4640717
07TH AVE,KIRKHAM ST,37.7604111,-122.4639303
07TH AVE,LAWTON ST \ WARREN DR,37.7585536,-122.4638011
07TH AVE,MORAGA ST,37.7556843,-122.486248
07TH AVE,LAGUNA HONDA BLVD \ NORIEGA ST,37.7538149,-122.486118
07TH ST,CHARLES J BRENHAM PL \ MARKET ST,37.7804664,-122.4125571
07TH ST,STEVENSON ST,37.7800007,-122.4119545
07TH ST,MISSION ST,37.7792124,-122.4109462
07TH ST,MINNA ST,37.7787884,-122.4104177
07TH ST,NATOMA ST,37.7784323,-122.409969
07TH ST,HOWARD ST,37.7779908,-122.4093978
07TH ST,FOLSOM ST,37.7767666,-122.4078552
07TH ST,CLEVELAND ST,37.776314,-122.4073113
07TH ST,HARRISON ST,37.7755213,-122.4063236
07TH ST,I-80 E OFF RAMP,37.7749295,-122.4194155
07TH ST,BRYANT ST,37.7742851,-122.4047697
07TH ST,BRANNAN ST,37.7730575,-122.4032376
07TH ST,TOWNSEND ST,37.771814,-122.4016728
07TH ST,KING ST,37.7711452,-122.4008208
07TH ST,BERRY ST,37.7705113,-122.4000355
07TH ST,CHANNEL ST,37.7723444,-122.3948962
07TH ST,MISSION BAY DR,37.7694583,-122.3987195
07TH ST,HOOPER ST,37.7690542,-122.3982166
07TH ST,IRWIN ST,37.7684463,-122.3974599
07TH ST,HUBBELL ST,37.7678589,-122.396721
07TH ST,DAGGETT ST,37.7670742,-122.3957529
07TH ST,16TH ST \ MISSISSIPPI ST,37.7666137,-122.3952032
07TH ST,PENNSYLVANIA AVE,37.7576593,-122.3931197
08TH AVE,LAKE ST,37.7861848,-122.4755158
08TH AVE,CALIFORNIA ST,37.7875491,-122.4449279
08TH AVE,CLEMENT ST,37.7821248,-122.4827444
08TH AVE,GEARY BLVD,37.7814351,-122.4566502
08TH AVE,ANZA ST,37.7784575,-122.478181
08TH AVE,BALBOA ST,37.7762744,-122.4849869
08TH AVE,CABRILLO ST,37.7744416,-122.4843592
08TH AVE,FULTON ST,37.7738444,-122.4623633
08TH AVE,JOHN F KENNEDY DR,37.7700498,-122.4824194
08TH AVE,LINCOLN WAY,37.7651933,-122.4841252
08TH AVE,IRVING ST,37.7632947,-122.4835393
08TH AVE,JUDAH ST,37.7613305,-122.4855385
08TH AVE,KIRKHAM ST,37.759454,-122.485437
08TH AVE,LAWTON ST,37.7575477,-122.48638
08TH AVE,MORAGA ST,37.7556843,-122.486248
08TH AVE,NORIEGA ST,37.7538149,-122.486118
08TH AVE,ORTEGA ST,37.751951,-122.485988
08TH AVE,LINARES AVE,37.7519862,-122.4638431
08TH AVE,PACHECO ST,37.750085,-122.485857
08TH ST,GROVE ST \ HYDE ST \ MARKET ST,37.7735504,-122.4212635
08TH ST,STEVENSON ST,37.7800007,-122.4119545
08TH ST,MISSION ST,37.7512066,-122.4183524
08TH ST,MINNA ST,37.7796805,-122.4092938
08TH ST,NATOMA ST,37.7793084,-122.4088312
08TH ST,HOWARD ST,37.7815157,-122.4049555
08TH ST,TEHAMA ST,37.7810937,-122.4044258
08TH ST,CLEMENTINA ST,37.7807161,-122.4039531
08TH ST,FOLSOM ST,37.7618739,-122.4150116
08TH ST,RINGOLD ST,37.7745764,-122.4095414
08TH ST,HERON ST,37.7747933,-122.408348
08TH ST,HARRISON ST,37.7728651,-122.4096824
08TH ST,I-80 W OFF RAMP,37.7749295,-122.4194155
08TH ST,BRYANT ST,37.7734187,-122.405858
08TH ST,BRANNAN ST,37.7770589,-122.3981031
08TH ST,TOWNSEND ST,37.7768644,-122.3953039
08TH ST,DIVISION ST,37.7693208,-122.4068028
08TH ST,15TH ST \ CAROLINA ST,37.7602307,-122.4002105
08TH ST,HOOPER ST,37.7673123,-122.4004288
08TH ST,IRWIN ST \ WISCONSIN ST,37.7598671,-122.3991882
08TH ST,16TH ST,37.7655641,-122.4114895
08TH TI ST,AVENUE H,37.8237337,-122.3689308
08TH TI ST,AVENUE I,37.7749295,-122.4194155
08TH TI ST,AVENUE M,37.8262453,-122.3676517
08TH TI ST,AVENUE N,37.8260761,-122.3654608
09TH AVE,LAKE ST,37.7865348,-122.4679237
09TH AVE,CALIFORNIA ST,37.78467,-122.4677833
09TH AVE,CLEMENT ST,37.7828017,-122.4676437
09TH AVE,GEARY BLVD,37.7809423,-122.4674989
09TH AVE,ANZA ST,37.778948,-122.4673624
09TH AVE,BALBOA ST,37.7770798,-122.4672223
09TH AVE,CABRILLO ST,37.7752264,-122.4670851
09TH AVE,FULTON ST,37.7733491,-122.4669509
09TH AVE,MARTIN LUTHER KING JR DR,37.7663639,-122.4664561
09TH AVE,LINCOLN WAY,37.7659796,-122.4664607
09TH AVE,IRVING ST,37.7640492,-122.4663219
09TH AVE,JUDAH ST,37.7622377,-122.4661875
09TH AVE,KIRKHAM ST,37.7603181,-122.4660605
09TH AVE,LAWTON ST,37.7584481,-122.4659316
09TH AVE,MORAGA ST,37.7565813,-122.4657911
09TH AVE,NORIEGA ST,37.7547215,-122.4656656
09TH AVE,ORTEGA ST,37.752851,-122.465533
09TH AVE,PACHECO ST,37.7509884,-122.4654066
09TH AVE,ALTON AVE,37.7503365,-122.4653573
09TH AVE,SOTELO AVE,37.7496044,-122.4649796
09TH AVE,MENDOSA AVE,37.7487712,-122.4647685
09TH AVE,MESA AVE,37.7480044,-122.4651714
09TH AVE,UNNAMED 031,37.7749295,-122.4194155
09TH AVE,UNNAMED 030,37.7749295,-122.4194155
09TH AVE,12TH AVE \ RIVERA ST,37.7462192,-122.4888114
09TH ST,LARKIN ST \ MARKET ST,37.7774954,-122.4163153
09TH ST,JESSIE ST,37.7766949,-122.4153272
09TH ST,MISSION ST,37.7762211,-122.4147406
09TH ST,MINNA ST,37.7758039,-122.4142106
09TH ST,NATOMA ST,37.7754357,-122.413743
09TH ST,HOWARD ST,37.7750068,-122.4131808
09TH ST,TEHAMA ST,37.7745776,-122.4126573
09TH ST,CLEMENTINA ST,37.7742176,-122.4121968
09TH ST,FOLSOM ST,37.7737855,-122.4116385
09TH ST,RINGOLD ST,37.7733378,-122.4110895
09TH ST,SHERIDAN ST,37.7730331,-122.4107027
09TH ST,HARRISON ST,37.7725384,-122.4100999
09TH ST,MCLEA CT,37.7717468,-122.4091086
09TH ST,BRYANT ST \ HWY 101 N OFF RAMP,37.7749295,-122.4194155
09TH ST,BRANNAN ST,37.7700842,-122.4070056
09TH ST,DIVISION ST,37.7694443,-122.4062321
09TH TI ST,AVENUE OF THE PALMS \ PERIMETER PATH,37.8290693,-122.3781158
09TH TI ST,AVENUE B,37.8231844,-122.3748917
09TH TI ST,AVENUE D,37.8220627,-122.3713271
09TH TI ST,AVENUE E,37.8261384,-122.3729018
09TH TI ST,AVENUE F,37.8206214,-122.3681951
09TH TI ST,AVENUE H,37.8237337,-122.3689308
09TH TI ST,AVENUE I,37.7749295,-122.4194155
09TH TI ST,AVENUE M,37.8262453,-122.3676517
10TH AVE,LAKE ST,37.786487,-122.4689685
10TH AVE,CALIFORNIA ST,37.784621,-122.4688455
10TH AVE,CLEMENT ST,37.7827492,-122.4687146
10TH AVE,GEARY BLVD,37.78077,-122.4685769
10TH AVE,ANZA ST,37.7789025,-122.46843
10TH AVE,BALBOA ST,37.7770271,-122.4682993
10TH AVE,CABRILLO ST,37.775176,-122.4681651
10TH AVE,FULTON ST,37.773295,-122.4680478
10TH AVE,JOHN F KENNEDY DR,37.7715042,-122.4540027
10TH AVE,LINCOLN WAY,37.7659253,-122.4675217
10TH AVE,IRVING ST,37.764006,-122.4673964
10TH AVE,JUDAH ST,37.7620767,-122.4672812
10TH AVE,KIRKHAM ST,37.7602689,-122.4671335
10TH AVE,LAWTON ST,37.7584041,-122.4670022
10TH AVE,MORAGA ST,37.7565288,-122.4668829
10TH AVE,NORIEGA ST,37.7546718,-122.4667332
10TH AVE,ORTEGA ST,37.752801,-122.4666063
10TH AVE,PACHECO ST,37.7509415,-122.4664798
10TH AVE,QUINTARA ST,37.7490762,-122.4663442
10TH AVE,MENDOSA AVE \ UNNAMED 030,37.7749295,-122.4194155
10TH ST,FELL ST \ MARKET ST \ POLK ST,37.791526,-122.4209171
10TH ST,JESSIE ST,37.7757594,-122.4165662
10TH ST,MISSION ST,37.7752838,-122.4159371
10TH ST,MINNA ST,37.7748658,-122.415407
10TH ST,NATOMA ST,37.7745013,-122.4149434
10TH ST,HOWARD ST,37.7740528,-122.4143887
10TH ST,FOLSOM ST,37.7728229,-122.4128498
10TH ST,SHERIDAN ST,37.7720773,-122.4119113
10TH ST,HARRISON ST,37.7715853,-122.4112864
10TH ST,BRYANT ST \ HWY 101 S ON RAMP,37.7749295,-122.4194155
10TH ST,BRANNAN ST \ DIVISION ST \ POTRERO AVE,37.7691938,-122.4079622
10TH TI ST,AVENUE M,37.8262453,-122.3676517
10TH TI ST,AVENUE N,37.8260761,-122.3654608
11TH AVE,LAKE ST,37.784572,-122.4699181
11TH AVE,CALIFORNIA ST,37.784572,-122.4699181
11TH AVE,CLEMENT ST,37.7827007,-122.4697812
11TH AVE,GEARY BLVD,37.7808472,-122.4696423
11TH AVE,ANZA ST,37.7788505,-122.4694922
11TH AVE,BALBOA ST,37.7769774,-122.4693643
11TH AVE,CABRILLO ST,37.7751311,-122.4692364
11TH AVE,FULTON ST,37.7732491,-122.4691069
11TH AVE,LINCOLN WAY,37.7658816,-122.4685954
11TH AVE,IRVING ST,37.7639533,-122.4684704
11TH AVE,JUDAH ST,37.7621391,-122.4683508
11TH AVE,KIRKHAM ST,37.7602253,-122.4682435
11TH AVE,LAWTON ST,37.7583585,-122.4680739
11TH AVE,MORAGA ST,37.7564811,-122.4679392
11TH AVE,NORIEGA ST,37.7546142,-122.4677939
11TH AVE,ORTEGA ST,37.7527234,-122.4676401
11TH AVE,PACHECO ST,37.7516405,-122.4676295
11TH ST,MARKET ST,37.7756143,-122.4187206
11TH ST,MISSION ST,37.7743325,-122.4171372
11TH ST,MINNA ST,37.7739126,-122.416596
11TH ST,NATOMA ST,37.7735283,-122.4161391
11TH ST,HOWARD ST,37.7731024,-122.4155943
11TH ST,KISSLING ST,37.7726483,-122.4150145
11TH ST,BURNS PL,37.7721784,-122.4144172
11TH ST,FOLSOM ST,37.7719118,-122.4140676
11TH ST,HARRISON ST,37.7706429,-122.4124994
11TH ST,13TH ST \ BRYANT ST \ DIVISION ST,37.7694385,-122.4109398
11TH TI ST,AVENUE D,37.8220627,-122.3713271
11TH TI ST,AVENUE E,37.8261384,-122.3729018
11TH TI ST,AVENUE F,37.8206214,-122.3681951
